Unnamed: 0,force_x,force_y,force_z,imu_linacc_x,imu_linacc_y,imu_linacc_z,FR_pos_x,FR_pos_y,FR_pos_z,FR_orient_x,FR_orient_y,FR_orient_z,FL_pos_x,FL_pos_y,FL_pos_z,FL_orient_x,FL_orient_y,FL_orient_z,HR_pos_x,HR_pos_y,HR_pos_z,HR_orient_x,HR_orient_y,HR_orient_z,HL_pos_x,HL_pos_y,HL_pos_z,HL_orient_x,HL_orient_y,HL_orient_z,velocity,step_frequency,footfallpattern,direction,surface,sensorfoot,failedstep,failedfoot,failreason,forcesbiased,interp_force_x,interp_force_y,interp_force_z
0,61.76400756835938,210.93045043945312,170.3298797607422,-0.0694631839977111,9.791955704215168,-0.4174250189406797,0.1915141868299313,-0.2567760000410568,-0.0486715130535642,0.7028543935987385,0.0780867338335849,-0.6796199231107934,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1862496209767039,0.2527473173466737,-0.051166497766841,-0.0856086495619713,0.7019779168335877,0.1750661089939945,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.76400756835938,210.93045043945312,170.3298797607422
1,61.76400756835938,210.93045043945312,170.3298797607422,-0.0596602404510136,9.801051449340582,-0.3789951523791998,0.1913470095475443,-0.2563691668121493,-0.0489777760921018,0.7027337831540855,0.0791648066743947,-0.6799182100051431,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1862496209767039,0.2527473173466737,-0.051166497766841,-0.0856086495619713,0.7019779168335877,0.1750661089939945,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.76380897380826,210.93013385300975,170.32977381096146
2,61.56005096435547,210.6053161621093,170.2210693359375,-0.0337054501217789,9.799967161235214,-0.359442347179912,0.1913470095475443,-0.2563691668121493,-0.0489777760921018,0.7027337831540855,0.0791648066743947,-0.6799182100051431,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1862496209767039,0.2527473173466737,-0.051166497766841,-0.0856086495619713,0.7019779168335877,0.1750661089939945,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.560033239199335,210.60566198837435,170.22129163584202
3,61.55094909667969,210.78289794921875,170.33522033691406,-0.02895101300315,9.807960498076676,-0.3561349396649748,0.1913470095475443,-0.2563691668121493,-0.0489777760921018,0.7027337831540855,0.0791648066743947,-0.6799182100051431,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1864912029276853,0.2526529211530297,-0.051166497766841,-0.0861470346474724,0.7019120493504117,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.55201479011989,210.78129394887833,170.33536617943932
4,61.915771484375,210.2337951660156,170.38514709472656,-0.0334928302844055,9.805610135558249,-0.3375880235726013,0.1913470095475443,-0.2563691668121493,-0.0489777760921018,0.7027337831540855,0.0791648066743947,-0.6799182100051431,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1864912029276853,0.2526529211530297,-0.051166497766841,-0.0861470346474724,0.7019120493504117,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.915771484375,210.2337951660156,170.38514709472656
5,61.915771484375,210.2337951660156,170.38514709472656,-0.0373394227099604,9.788544434466957,-0.3498887022191658,0.1915141868299313,-0.2567760000410568,-0.0486715130535642,0.7028543935987385,0.0780867338335849,-0.6796199231107934,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1864912029276853,0.2526529211530297,-0.051166497766841,-0.0861470346474724,0.7019120493504117,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.91369438728548,210.2353873099649,170.38309094689953
6,61.4891357421875,210.56082153320312,169.9628143310547,-0.0412172322576865,9.793994516566396,-0.3636420638920739,0.1915141868299313,-0.2567760000410568,-0.0486715130535642,0.7028543935987385,0.0780867338335849,-0.6796199231107934,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1864912029276853,0.2526529211530297,-0.051166497766841,-0.0861470346474724,0.7019120493504117,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.49148607114738,210.55924392001887,169.964759670655
7,61.89143371582031,210.2907867431641,170.29579162597656,-0.0532433500128798,9.795070621365308,-0.3985119729496538,0.1915141868299313,-0.2567760000410568,-0.0486715130535642,0.7028543935987385,0.0780867338335849,-0.6796199231107934,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1863324563207604,0.2529599164754012,-0.0511367557149045,-0.0850702141151073,0.7020433713612408,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.8901916028462,210.2948725179433,170.29504779343944
8,61.70919799804688,210.8902282714844,170.18666076660156,-0.0649108818550594,9.786184719598293,-0.4208322701008989,0.1914332799010889,-0.2565790452500877,-0.0489396560081321,0.7027942950943004,0.078625793380754,-0.679769266503341,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1863324563207604,0.2529599164754012,-0.0511367557149045,-0.0850702141151073,0.7020433713612408,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.70919799804688,210.8902282714844,170.18666076660156
9,61.70919799804688,210.8902282714844,170.18666076660156,-0.0857980774632655,9.792945299774408,-0.4255765785511583,0.1914332799010889,-0.2565790452500877,-0.0489396560081321,0.7027942950943004,0.078625793380754,-0.679769266503341,0.194240675254668,0.2578457026289804,-0.0483096532341672,0.2038603062236036,0.6771578930709338,-0.0775318355842148,-0.188329352404784,-0.2553314704584028,-0.0502587202369785,-0.6826751545000802,0.1845439514861952,0.7024707837902159,-0.1863324563207604,0.2529599164754012,-0.0511367557149045,-0.0850702141151073,0.7020433713612408,0.175591459876569,0.75,0.75,"['FR', 'FL', 'HL', 'HR']",0,wall,HR,6,FL,did not attach,False,61.70826484212161,210.8843235212733,170.18967799527505
